1580730805.710789281 1 nameberry.com nameberry.com 59
1580730808.127444848 3 e13136.g.akamaiedge.net z.moatads.com 18
1580730808.153189323 1 translate.googleapis.com translate.googleapis.com 232
1580730808.390027133 1 v1.addthisedge.com v1.addthisedge.com.edgekey.net 3254
1580730808.390027133 2 v1.addthisedge.com.edgekey.net e3615.a.akamaiedge.net 4348
1580730808.390027133 3 e3615.a.akamaiedge.net v1.addthisedge.com 19
1580730808.557267992 1 tag.crsspxl.com tag.crsspxl.com 40
1580730808.559489061 1 static.hotjar.com static.hotjar.com.c.section.io 3537
1580730808.559489061 2 static.hotjar.com.c.section.io map20-100.s.section.io 191
1580730808.559489061 3 map20-100.s.section.io map20-100.s.section.io 117
1580730808.559489061 4 map20-100.s.section.io map20-100.s.section.io 117
1580730808.559489061 5 map20-100.s.section.io map20-100.s.section.io 117
1580730808.559489061 6 map20-100.s.section.io map20-100.s.section.io 117
1580730808.559489061 7 map20-100.s.section.io map20-100.s.section.io 117
1580730808.559489061 8 map20-100.s.section.io map20-100.s.section.io 117
1580730808.559489061 9 map20-100.s.section.io map20-100.s.section.io 117
1580730808.559489061 10 map20-100.s.section.io static.hotjar.com 117
1580730808.566856845 1 www.google-analytics.com www-google-analytics.l.google.com 21401
1580730808.566856845 2 www-google-analytics.l.google.com www.google-analytics.com 101
1580730808.586584103 1 downloads.mailchimp.com d1zgderxoe1a.cloudfront.net 3269
1580730808.586584103 2 d1zgderxoe1a.cloudfront.net d1zgderxoe1a.cloudfront.net 59
1580730808.586584103 3 d1zgderxoe1a.cloudfront.net d1zgderxoe1a.cloudfront.net 59
1580730808.586584103 4 d1zgderxoe1a.cloudfront.net d1zgderxoe1a.cloudfront.net 59
1580730808.586584103 5 d1zgderxoe1a.cloudfront.net downloads.mailchimp.com 59
1580730809.238572401 1 script.hotjar.com script.hotjar.com.c.section.io 3104
1580730809.238572401 2 script.hotjar.com.c.section.io map20-100.s.section.io 215
1580730809.238572401 3 map20-100.s.section.io map20-100.s.section.io 40
1580730809.238572401 4 map20-100.s.section.io map20-100.s.section.io 40
1580730809.238572401 5 map20-100.s.section.io map20-100.s.section.io 40
1580730809.238572401 6 map20-100.s.section.io map20-100.s.section.io 40
1580730809.238572401 7 map20-100.s.section.io map20-100.s.section.io 40
1580730809.238572401 8 map20-100.s.section.io map20-100.s.section.io 40
1580730809.238572401 9 map20-100.s.section.io map20-100.s.section.io 40
1580730809.238572401 10 map20-100.s.section.io script.hotjar.com 40
1580730809.367875720 1 mc.us1.list-manage.com swc.list-manage.com.edgekey.net 59
1580730809.367875720 2 swc.list-manage.com.edgekey.net e13829.x.akamaiedge.net 20614
1580730809.367875720 3 e13829.x.akamaiedge.net mc.us1.list-manage.com 19
1580730809.451781087 1 match.adsrvr.org match-1943069928.eu-west-1.elb.amazonaws.com 7548
1580730809.451781087 2 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 31
1580730809.451781087 3 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 31
1580730809.451781087 4 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 31
1580730809.451781087 5 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 31
1580730809.451781087 6 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 31
1580730809.451781087 7 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 31
1580730809.451781087 8 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 31
1580730809.451781087 9 match-1943069928.eu-west-1.elb.amazonaws.com match.adsrvr.org 31
1580730809.467179836 1 vars.hotjar.com vars.hotjar.com.c.section.io 2400
1580730809.467179836 2 vars.hotjar.com.c.section.io map16-100.s.section.io 104
1580730809.467179836 3 map16-100.s.section.io map16-100.s.section.io 93
1580730809.467179836 4 map16-100.s.section.io map16-100.s.section.io 93
1580730809.467179836 5 map16-100.s.section.io map16-100.s.section.io 93
1580730809.467179836 6 map16-100.s.section.io map16-100.s.section.io 93
1580730809.467179836 7 map16-100.s.section.io map16-100.s.section.io 93
1580730809.467179836 8 map16-100.s.section.io map16-100.s.section.io 93
1580730809.467179836 9 map16-100.s.section.io map16-100.s.section.io 93
1580730809.467179836 10 map16-100.s.section.io vars.hotjar.com 93
1580730809.473902663 1 api.rlcdn.com api.rlcdn.com 266
1580730809.641077446 1 www.gstatic.com www.gstatic.com 26
1580730809.652599973 1 www.google.com www.google.com 288
1580730809.672571504 1 js.agkn.com d1n0xl2kej0ebw.cloudfront.net 119
1580730809.672571504 2 d1n0xl2kej0ebw.cloudfront.net d1n0xl2kej0ebw.cloudfront.net 59
1580730809.672571504 3 d1n0xl2kej0ebw.cloudfront.net d1n0xl2kej0ebw.cloudfront.net 59
1580730809.672571504 4 d1n0xl2kej0ebw.cloudfront.net d1n0xl2kej0ebw.cloudfront.net 59
1580730809.672571504 5 d1n0xl2kej0ebw.cloudfront.net js.agkn.com 59
1580730809.778991480 1 log.pinterest.com prod.pinterest.global.map.fastly.net 2369
1580730809.778991480 2 prod.pinterest.global.map.fastly.net prod.pinterest.global.map.fastly.net 29
1580730809.778991480 3 prod.pinterest.global.map.fastly.net prod.pinterest.global.map.fastly.net 29
1580730809.778991480 4 prod.pinterest.global.map.fastly.net prod.pinterest.global.map.fastly.net 29
1580730809.778991480 5 prod.pinterest.global.map.fastly.net log.pinterest.com 29
1580730809.907155178 1 vendorlist.consensu.org dzp5etodm9s0j.cloudfront.net 2560
1580730809.907155178 2 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1580730809.907155178 3 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1580730809.907155178 4 dzp5etodm9s0j.cloudfront.net dzp5etodm9s0j.cloudfront.net 59
1580730809.907155178 5 dzp5etodm9s0j.cloudfront.net vendorlist.consensu.org 59
1580730810.115961017 1 stats.g.doubleclick.net stats.l.doubleclick.net 21537
1580730810.115961017 2 stats.l.doubleclick.net stats.l.doubleclick.net 299
1580730810.115961017 3 stats.l.doubleclick.net stats.l.doubleclick.net 299
1580730810.115961017 4 stats.l.doubleclick.net stats.l.doubleclick.net 299
1580730810.115961017 5 stats.l.doubleclick.net stats.g.doubleclick.net 299
1580730810.121736798 1 as-sec.casalemedia.com as-sec.casalemedia.com.edgekey.net 20610
1580730810.121736798 2 as-sec.casalemedia.com.edgekey.net e8037.g.akamaiedge.net 19145
1580730810.121736798 3 e8037.g.akamaiedge.net as-sec.casalemedia.com 19
1580730810.140805325 1 d.agkn.com data.agkn.com 542
1580730810.140805325 2 data.agkn.com d2ctznuk6ro1vp.cloudfront.net 59
1580730810.140805325 3 d2ctznuk6ro1vp.cloudfront.net d2ctznuk6ro1vp.cloudfront.net 59
1580730810.140805325 4 d2ctznuk6ro1vp.cloudfront.net d2ctznuk6ro1vp.cloudfront.net 59
1580730810.140805325 5 d2ctznuk6ro1vp.cloudfront.net d2ctznuk6ro1vp.cloudfront.net 59
1580730810.140805325 6 d2ctznuk6ro1vp.cloudfront.net d.agkn.com 59
1580730810.345104475 1 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 25
1580730810.345104475 2 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 25
1580730810.345104475 3 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 25
1580730810.345104475 4 api.quantcast.mgr.consensu.org api.quantcast.mgr.consensu.org 25
1580730810.372038803 1 aa.agkn.com aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com 110
1580730810.372038803 2 aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com 39
1580730810.372038803 3 aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com 39
1580730810.372038803 4 aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com 39
1580730810.372038803 5 aa-agkn-com-https-1893222849.eu-west-2.elb.amazonaws.com aa.agkn.com 39
1580730810.527079909 1 pixel.mathtag.com pixel.mathtag.com.edgekey.net 97
1580730810.527079909 2 pixel.mathtag.com.edgekey.net e6791.b.akamaiedge.net 6617
1580730810.527079909 3 e6791.b.akamaiedge.net pixel.mathtag.com 19
1580730810.761462712 1 js-agent.newrelic.com f4.shared.global.fastly.net 7788
1580730810.761462712 2 f4.shared.global.fastly.net f4.shared.global.fastly.net 20
1580730810.761462712 3 f4.shared.global.fastly.net f4.shared.global.fastly.net 20
1580730810.761462712 4 f4.shared.global.fastly.net f4.shared.global.fastly.net 20
1580730810.761462712 5 f4.shared.global.fastly.net js-agent.newrelic.com 20
1580730810.768438729 1 eus.rubiconproject.com eus.rubiconproject.com.edgekey.net 3104
1580730810.768438729 2 eus.rubiconproject.com.edgekey.net e8960.b.akamaiedge.net 17599
1580730810.768438729 3 e8960.b.akamaiedge.net eus.rubiconproject.com 14
1580730810.818178885 1 acdn.adnxs.com prod.appnexus.map.fastly.net 128
1580730810.818178885 2 prod.appnexus.map.fastly.net acdn.adnxs.com 29
1580730810.824125031 1 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1580730810.824125031 2 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1580730810.824125031 3 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1580730810.824125031 4 audit.quantcast.mgr.consensu.org audit.quantcast.mgr.consensu.org 59
1580730810.853987209 1 gslbeacon.lijit.com vap.lijit.com 8651
1580730810.853987209 2 vap.lijit.com vap.lijit.com 225
1580730810.853987209 3 vap.lijit.com vap.lijit.com 225
1580730810.853987209 4 vap.lijit.com vap.lijit.com 225
1580730810.853987209 5 vap.lijit.com vap.lijit.com 225
1580730810.853987209 6 vap.lijit.com vap.lijit.com 225
1580730810.853987209 7 vap.lijit.com gslbeacon.lijit.com 225
1580730810.880703610 1 ib.3lift.com d18t8smu5ooexd.cloudfront.net 21300
1580730810.880703610 2 d18t8smu5ooexd.cloudfront.net d18t8smu5ooexd.cloudfront.net 59
1580730810.880703610 3 d18t8smu5ooexd.cloudfront.net d18t8smu5ooexd.cloudfront.net 59
1580730810.880703610 4 d18t8smu5ooexd.cloudfront.net d18t8smu5ooexd.cloudfront.net 59
1580730810.880703610 5 d18t8smu5ooexd.cloudfront.net ib.3lift.com 59
1580730810.917482205 1 bam.nr-data.net bam.nr-data.net 21419
1580730810.917482205 2 bam.nr-data.net bam.nr-data.net 21419
1580730810.917482205 3 bam.nr-data.net bam.nr-data.net 21419
1580730810.917482205 4 bam.nr-data.net bam.nr-data.net 21419
1580730810.973317138 1 token.rubiconproject.com pixel.rubiconproject.net.akadns.net 2375
1580730810.973317138 2 pixel.rubiconproject.net.akadns.net pixel.rubiconproject.net.akadns.net 210
1580730810.973317138 3 pixel.rubiconproject.net.akadns.net pixel.rubiconproject.net.akadns.net 210
1580730810.973317138 4 pixel.rubiconproject.net.akadns.net token.rubiconproject.com 210
1580730810.982515840 1 eb2.3lift.com eu-eb2.3lift.com 7698
1580730810.982515840 2 eu-eb2.3lift.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 20809
1580730810.982515840 3 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 35
1580730810.982515840 4 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 35
1580730810.982515840 5 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 35
1580730810.982515840 6 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 35
1580730810.982515840 7 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 35
1580730810.982515840 8 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 35
1580730810.982515840 9 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com 35
1580730810.982515840 10 dualstack.engagement-bus-prod-641612343.eu-central-1.elb.amazonaws.com eb2.3lift.com 35
1580730811.006169087 1 secure.adnxs.com g.geogslb.com 15293
1580730811.006169087 2 g.geogslb.com ib.anycast.adnxs.com 8091
1580730811.006169087 3 ib.anycast.adnxs.com ib.anycast.adnxs.com 192
1580730811.006169087 4 ib.anycast.adnxs.com ib.anycast.adnxs.com 192
1580730811.006169087 5 ib.anycast.adnxs.com ib.anycast.adnxs.com 192
1580730811.006169087 6 ib.anycast.adnxs.com ib.anycast.adnxs.com 192
1580730811.006169087 7 ib.anycast.adnxs.com ib.anycast.adnxs.com 192
1580730811.006169087 8 ib.anycast.adnxs.com ib.anycast.adnxs.com 192
1580730811.006169087 9 ib.anycast.adnxs.com ib.anycast.adnxs.com 192
1580730811.006169087 10 ib.anycast.adnxs.com secure.adnxs.com 192
1580730811.064730164 1 cm.g.doubleclick.net pagead.l.doubleclick.net 5650
1580730811.064730164 2 pagead.l.doubleclick.net cm.g.doubleclick.net 222
1580730811.093271599 1 x.bidswitch.net alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 111
1580730811.093271599 2 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 7
1580730811.093271599 3 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 7
1580730811.093271599 4 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 7
1580730811.093271599 5 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 7
1580730811.093271599 6 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 7
1580730811.093271599 7 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 7
1580730811.093271599 8 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com 7
1580730811.093271599 9 alb-aws-fr-bswx-2-1673521430.eu-central-1.elb.amazonaws.com x.bidswitch.net 7
1580730811.093485700 1 sync.mathtag.com pixel-origin.mathtag.com 140
1580730811.093485700 2 pixel-origin.mathtag.com pixel-origin.mathtag.com 24
1580730811.093485700 3 pixel-origin.mathtag.com pixel-origin.mathtag.com 24
1580730811.093485700 4 pixel-origin.mathtag.com pixel-origin.mathtag.com 24
1580730811.093485700 5 pixel-origin.mathtag.com sync.mathtag.com 24
1580730811.097543572 1 p.rfihub.com a.rfihub.com 2911
1580730811.097543572 2 a.rfihub.com a.rfihub.com.akadns.net 3296
1580730811.097543572 3 a.rfihub.com.akadns.net a-emea.rfihub.com.akadns.net 3490
1580730811.097543572 4 a-emea.rfihub.com.akadns.net p.rfihub.com 190
1580730811.105899129 1 d.turn.com d.turn.com.akadns.net 579
1580730811.105899129 2 d.turn.com.akadns.net d.turn.com 286
1580730811.116455812 1 data.adsrvr.org match.adsrvr.org 21494
1580730811.116455812 2 match.adsrvr.org match-1943069928.eu-west-1.elb.amazonaws.com 10799
1580730811.116455812 3 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 20
1580730811.116455812 4 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 20
1580730811.116455812 5 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 20
1580730811.116455812 6 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 20
1580730811.116455812 7 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 20
1580730811.116455812 8 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 20
1580730811.116455812 9 match-1943069928.eu-west-1.elb.amazonaws.com match-1943069928.eu-west-1.elb.amazonaws.com 20
1580730811.116455812 10 match-1943069928.eu-west-1.elb.amazonaws.com data.adsrvr.org 20
1580730811.120381355 1 sync.1rx.io sync.1rx.io 59
1580730811.120814043 1 pixel.quantserve.com global.px.quantserve.com 140
1580730811.120814043 2 global.px.quantserve.com pixel-euc102-lighttpd.pixel.quantserve.net 12
1580730811.120814043 3 pixel-euc102-lighttpd.pixel.quantserve.net internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 200
1580730811.120814043 4 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 11
1580730811.120814043 5 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 11
1580730811.120814043 6 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 11
1580730811.120814043 7 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 11
1580730811.120814043 8 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 11
1580730811.120814043 9 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 11
1580730811.120814043 10 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 11
1580730811.120814043 11 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com pixel.quantserve.com 11
1580730811.128374583 1 pixel-sync.sitescout.com pixel-a.sitescout.com 292
1580730811.128374583 2 pixel-a.sitescout.com pixel-sync.sitescout.com 899
1580730811.133015952 1 ads.pubmatic.com pubmatic.edgekey.net 333
1580730811.133015952 2 pubmatic.edgekey.net e6603.g.akamaiedge.net 9317
1580730811.133015952 3 e6603.g.akamaiedge.net ads.pubmatic.com 19
1580730811.141128518 1 us-u.openx.net us-u.openx.net 299
1580730811.146227855 1 rtb.gumgum.com rtb.gumgum.com 59
1580730811.146227855 2 rtb.gumgum.com rtb.gumgum.com 59
1580730811.146227855 3 rtb.gumgum.com rtb.gumgum.com 59
1580730811.146227855 4 rtb.gumgum.com rtb.gumgum.com 59
1580730811.146227855 5 rtb.gumgum.com rtb.gumgum.com 59
1580730811.146227855 6 rtb.gumgum.com rtb.gumgum.com 59
1580730811.146227855 7 rtb.gumgum.com rtb.gumgum.com 59
1580730811.146227855 8 rtb.gumgum.com rtb.gumgum.com 59
1580730811.149513248 1 um.simpli.fi um.simpli.fi 299
1580730811.149513248 2 um.simpli.fi um.simpli.fi 299
1580730811.149513248 3 um.simpli.fi um.simpli.fi 299
1580730811.276519493 1 ce.lijit.com vap.lijit.com 20628
1580730811.276519493 2 vap.lijit.com vap.lijit.com 203
1580730811.276519493 3 vap.lijit.com vap.lijit.com 203
1580730811.276519493 4 vap.lijit.com vap.lijit.com 203
1580730811.276519493 5 vap.lijit.com vap.lijit.com 203
1580730811.276519493 6 vap.lijit.com vap.lijit.com 203
1580730811.276519493 7 vap.lijit.com ce.lijit.com 203
1580730811.277358053 1 ap.lijit.com vap.lijit.com 16079
1580730811.277358053 2 vap.lijit.com vap.lijit.com 164
1580730811.277358053 3 vap.lijit.com vap.lijit.com 164
1580730811.277358053 4 vap.lijit.com vap.lijit.com 164
1580730811.277358053 5 vap.lijit.com vap.lijit.com 164
1580730811.277358053 6 vap.lijit.com vap.lijit.com 164
1580730811.277358053 7 vap.lijit.com ap.lijit.com 164
1580730811.279014058 1 b1sync.zemanta.com zemanta-ny.outbrain.org 108
1580730811.279014058 2 zemanta-ny.outbrain.org nydc1.outbrain.org 123
1580730811.279014058 3 nydc1.outbrain.org b1sync.zemanta.com 123
1580730811.280761018 1 s.amazon-adsystem.com s.amazon-adsystem.com 12
1580730811.281468553 1 ad.turn.com ad.turn.com.akadns.net 392
1580730811.281468553 2 ad.turn.com.akadns.net ad.turn.com 158
1580730811.289368988 1 bttrack.com bttrack.com 151
1580730811.289646109 1 us.creativecdn.com us.creativecdn.com 238
1580730811.289664611 1 sync-tm.everesttech.net sync.tubemogul.com 7946
1580730811.289664611 2 sync.tubemogul.com syncf.tubemogul.com 48
1580730811.289664611 3 syncf.tubemogul.com h2.shared.global.fastly.net 2584
1580730811.289664611 4 h2.shared.global.fastly.net h2.shared.global.fastly.net 22
1580730811.289664611 5 h2.shared.global.fastly.net h2.shared.global.fastly.net 22
1580730811.289664611 6 h2.shared.global.fastly.net h2.shared.global.fastly.net 22
1580730811.289664611 7 h2.shared.global.fastly.net sync-tm.everesttech.net 22
1580730811.290787854 1 cms.quantserve.com 2kpixel.quantserve.com 208
1580730811.290787854 2 2kpixel.quantserve.com global.px.quantserve.com 207
1580730811.290787854 3 global.px.quantserve.com pixel-euc102-lighttpd.pixel.quantserve.net 25
1580730811.290787854 4 pixel-euc102-lighttpd.pixel.quantserve.net internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 201
1580730811.290787854 5 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 20
1580730811.290787854 6 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 20
1580730811.290787854 7 internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com internal-pixel-euc102-lighttpd-elb-1608001443.eu-central-1.elb.amazonaws.com 20
